Name, Vorname;Geburtsjahr;Berufsschlüssel;Beruf/Stand;Geschlecht;Partei;Land;Platz;Wahlkreis
Spitz, Rolf ;1960;77;Accountmanager;1;SPD;BY;43;257
Sponbrucker, Markus Sebastian ;1970;1;Landwirt;1;FDP;BY;43;228
Sponfeldner, Georg ;1977;60;Diplom-Ingenieur (FH);1;FREIE WÄHLER;NI;11;52
Spranger, Iris ;1961;77;Bilanzbuchhalterin;2;SPD;;   ;85
Sprodowski, Heinz Günter ;1930;95;Rentner;1;Volksabstimmung;BW;2;
Stachon, Mike George ;1993;94;Schüler;1;Die PARTEI;NW;26;
Stadie, Matthias ;1976;67;Selbständiger Kaufmann;1;REP;MV;1;
Stadler, Georg Rudolf ;1987;78;Beamter des Freistaates Bayern;1;FREIE WÄHLER;BY;33;
Stadler, Nicole ;1959;85;Heilpraktikerin für Psychotherapie;2;DIE LINKE;BW;15;288
Stadler, Svenja ;1976;70;PR-Beraterin;2;SPD;NI;8;36
Stadler-Brehm, Dr. Alexandra Michaela ;1977;81;Volljuristin;2;CDU;HE;41;
Städter, Peter ;1971;87;Lehrer;1;PIRATEN;TH;8;
Staffeldt, Torsten Heiko ;1963;76;MdB, Diplom-Ingenieur (FH) Maschinenbau;1;FDP;HB;1;54
Stafl, Nadja Stella Cora ;1963;75;Geschäftsführerin;2;AfD;BY;14;249
Stahl, Thomas ;1979;77;Selbständiger IT-Unternehmer;1;PARTEI DER VERNUNFT;BY;9;
Stahlberg, Bernd Erhard ;1954;60;Diplom-Ingenieur;1;AfD;BE;8;84
Stahler, Clemens ;1959;65;Maschinenbaumeister;1;CDU;RP;30;
Stahr, Nina Elisabeth ;1982;76;Referendarin;2;GRÜNE;BE;7;79
Stalleicher, Josef Stephan ;1950;78;Kaufmännischer Angestellter;1;BüSo;HE;8;
Stalz, Helmut ;1953;95;Bergdirektor a.D.;1;FREIE WÄHLER;NW;1;144
Stamm, Arnim ;1961;78;Beamter;1;Die PARTEI;BE;31;
Stamm, Markus ;1970;77;Informatiker;1;ÖDP;NW;16;
Stamm-Fibich, Martina ;1965;75;Marketing- und Kommunikationsmanagerin;2;SPD;BY;18;242
Stanek, Hagen ;1969;61;Mathematiker;1;PIRATEN;;   ;260
Stange, Karola ;1959;76;MdL, Gartenbauingenieurin;2;DIE LINKE;;   ;193
Stanglmaier, Dr. Michael ;1963;61;Biochemiker;1;GRÜNE;BY;20;215
Stanneck, Arne ;1970;88;Magister Politkwissenschaften;1;AfD;SH;4;5
Staratschek, Felix Johannes ;1966;53;Arbeiter;1;Anderer KWV;;   ;99
Starbatty, Dr. Joachim ;1940;87;Professor;1;AfD;BE;1;
Starck, Florian Helmut ;1978;87;Lehrer;1;Tierschutzpartei;BY;6;
Starck, Karl-Heinz ;1934;95;Rentner;1;CDU;SH;21;
Starick, Bernd ;1963;68;Selbstständiger Handelsvertreter;1;AfD;BB;8;
Stark, Tobias ;1979;60;Entwicklungsingenieur;1;CDU;BW;38;
Stark-Watzinger, Bettina ;1968;88;Diplom Volkswirtin;2;FDP;HE;4;181
Staschewski, Arno ;1957;77;Bilanzbuchhalter;1;AfD;;   ;33
Staszewski, Alina ;1986;71;Geld- und Werttransport;2;REP;BY;28;
Staszewski, Susanne ;1959;70;Betriebs- und Verkehrswirtschaft;2;REP;BY;39;
Staubitz, Bianca ;1984;94;Studynurse, MTA, Studentin;2;PIRATEN;;   ;108
Stauch, Detlev Werner Helmut ;1953;95;Ruhensregelung der Bundeswehr;1;REP;TH;1;
Stauche, Carola ;1952;76;MdB, Verwaltungsfachangestellte;2;CDU;TH;6;196
Staudenhöchtl, Peter ;1955;76;Steueramtsrat;1;REP;BY;2;223
Staudenmaier, Sebastian ;1990;94;Student;1;PIRATEN;BW;7;269
Stawitz, Ingo ;1950;17;Tiefdruckfarbretuscheur;1;NPD;SH;1;7
Steck-Walicki, Zofia Teresa ;1947;95;Rentnerin;2;pro Deutschland;HE;2;
Steffel, Dr. Frank ;1966;78;Diplom-Kaufmann, mittelständiger Unternehmer;1;CDU;BE;4;77
Steffen, Dr. Hans Joachim ;1956;87;Professor;1;FREIE WÄHLER;BW;23;
Steffen, Jan Oliver ;1973;88;Biologe;1;Die PARTEI;HE;3;
Steffen, Sonja Amalie ;1963;81;Rechtsanwältin;2;SPD;MV;1;15
Stefinger, Dr. Wolfgang ;1985;88;Diplom-Betriebswirt (FH);1;CSU;BY;18;219
Stegemann, Albert ;1976;1;Landwirtschaftsmeister;1;CDU;NI;27;31
Steggewentz, Derk-Olaf ;1952;87;Lehrer im Angestelltenverhältnis;1;DIE LINKE;;   ;39
Stegmair, Paul ;1952;78;Beamter;1;REP;BY;27;
Steidl, Dr. Christian ;1973;75;Manager Marketing & Business Development;1;CSU;BY;48;
Steigert, Marco ;1974;99;Selbständig;1;REP;;   ;208
Stein, Dr. Dieter ;1957;84;Arzt;1;MLPD;HE;5;
Stein, Florian Carsten ;1983;88;Verwaltungswissenschaftler;1;NPD;BB;9;61
Stein, Hans Hermann ;1965;88;Volkswirt;1;FDP;NW;9;94
Stein, Horst-Peter ;1960;69;Versicherungsmakler;1;FDP;BB;7;
Stein, Peter ;1968;60;Diplom-Ingenieur;1;CDU;MV;6;14
Stein, Uwe ;1970;75;Unternehmensberater;1;PIRATEN;NW;14;
Steinbach, Erika ;1943;77;Informatikerin, Diplom-Verwaltungswirtin;2;CDU;HE;5;183
Steinbeck, Torsten ;1968;78;Kaufmann;1;NPD;;   ;246
Steinberg, Sören ;1979;88;Politologe M.A.;1;SPD;NI;47;
Steinbrück, Peer ;1947;76;Politiker;1;SPD;NW;1;104
Steineke, Sebastian ;1973;81;Rechtsanwalt;1;CDU;BB;9;56
Steiner, Dorothea ;1948;76;MdB, Lehrerin;2;GRÜNE;NI;10;39
Steiner, Dr. Dagmar ;1964;84;Ärztin;2;CDU;SH;25;
Steiner, Kornelius ;1992;94;Student;1;PARTEI DER VERNUNFT;BY;18;
Steinert, Frank ;1976;60;Brückenbauingenieur;1;PIRATEN;;   ;60
Steinhauer, Rosemarie ;1957;69;Sparkassenbetriebswirtin;2;FDP;NW;22;139
Steinhoff, Felicitas ;1985;87;Lehrkraft für indivividuellen Förderunterricht;2;PIRATEN;NI;5;
Steininger, Fred ;1938;75;Marketing- und Werbefachmann;1;pro Deutschland;BW;2;
Steininger, Johannes Eberhard ;1987;94;Student;1;CDU;RP;16;
Steininger, Sabine ;1966;78;Büroleiterin;2;GRÜNE;BY;41;237
Steinkamp, Jochen Hans-Theo ;1981;76;Referent;1;CDU;NI;40;
Steinkampf-Sommer, Axel ;1966;75;Wirtschaftsprüfer, Steuerberater;1;AfD;;   ;49
Steinke, Kersten ;1958;76;MdB, Agraringenieurin;2;DIE LINKE;TH;1;191
Steinke, Lilli ;1941;85;Krankenschwester;2;Volksabstimmung;BW;3;
Steinleitner, Alfred ;1960;5;Gärtnermeister;1;NPD;;   ;227
Steinmeier, Dr. Frank-Walter ;1956;81;Jurist;1;SPD;BB;1;60
Steinmetzer, Anja ;1982;76;Referatsleiterin;2;Die PARTEI;BE;13;
Steinwender, Frank Klaus ;1966;60;Diplom-Ingenieur;1;GRÜNE;;   ;138
Steinzen, Sebastian ;1976;87;Studienrat;1;FDP;NW;58;125
Steltner, Jens Christoph ;1986;84;Arzt;1;PIRATEN;HE;7;
Stemke, Jürgen ;1972;60;Diplom-Ingenieur für Elektrotechnik;1;PIRATEN;NI;8;51
Stenzel, Jörn ;1975;75;Betriebsprüfer im Außendienst;1;pro Deutschland;ST;5;
Stephan, Tobias ;1974;75;Unternehmer;1;PIRATEN;NW;19;
Stephenson, Dr. Uwe ;1955;87;Professor für Bauphysik und Raumakustik;1;GRÜNE;SH;10;
Stern, Lars ;1981;87;Lehrer;1;DIE LINKE;;   ;284
Stetten Freiherr von, Christian ;1970;76;MdB, Selbstständiger Kaufmann;1;CDU;;   ;268
Stich, Jan Paul ;1987;94;Student;1;GRÜNE;RP;8;207
Stich, Volker Michael ;1970;75;Unternehmer;1;AfD;BY;25;
Stieger, Sandra Yvonne ;1978;88;Diplom-Kauffrau;2;CDU;ST;10;
Stieldorf, Linus Kester ;1995;94;Student;1;FDP;;   ;89
Stier, Dieter ;1964;76;MdB, Diplom-Agraringenieur;1;CDU;ST;5;73
Stierlin, Frank Joachim ;1950;81;Rechtsanwalt;1;MLPD;;   ;118
Stigge, Roland ;1978;77;Informatiker;1;DIE LINKE;;   ;218
Stillig, Daniel ;1979;75;Logistiker;1;Die PARTEI;HH;12;
Stimpfig, Jörg ;1954;87;Lehrbeauftragter;1;FREIE WÄHLER;BW;6;259
Stocker, Christof ;1961;88;Theologe;1;ÖDP;;   ;286
Stockert, Madeleine ;1947;78;Sachbearbeiterin;2;MLPD;RP;1;208
Stöckert, Manfred ;1951;88;Diplom-Betriebswirt (FH);1;PIRATEN;;   ;157
Stockhofe, Rita ;1967;97;Mitarbeiterin im familiären Betrieb;2;CDU;NW;50;122
Stockschläger, Hans Joachim ;1959;75;Geschäftsführer;1;FDP;NW;32;109
Stodt-Kirchholtes, Christiane ;1962;84;Fachärztin für Frauenheilkunde;2;GRÜNE;SH;11;
Stöger, Marco ;1993;31;Industrieelektroniker;1;DIE LINKE;;   ;230
Stöhr, Dr. Brigitte Karoline Doris ;1960;61;Chemikerin;2;AfD;BY;3;
Stoll, Matthias ;1965;62;Dellentechniker;1;PIRATEN;;   ;45
Stolte, Herbert Wolfgang Dirk ;1963;60;Diplom-Ingenieur;1;Anderer KWV;;   ;168
Stoltenberg, Peter Ferdinand ;1949;1;Landwirt;1;GRÜNE;;   ;8
Stolz, Andre ;1972;88;Diplom-Volkswirt;1;CDU;HE;24;
Stoppiera, Yvette ;1979;60;Diplom-Ingenieurin Architektur;2;GRÜNE;SL;2;
Storch von, Beatrix Amelie Ehrengard Eilika;1971;81;Rechtsanwältin;2;AfD;BE;2;75
Storjohann, Gero ;1958;76;MdB, Diplom-Betriebswirt (FH);1;CDU;SH;4;8
Stork, Josef ;1943;37;Sattler;1;FREIE WÄHLER;;   ;114
Stötting, Sven Peter ;1983;91;Maler;1;NPD;;   ;116
Stöver, Mirco ;1976;70;Werbetexter;1;Die PARTEI;HH;7;
Stöwesand, Edwin Rüdiger Otto ;1961;60;Maschinenbau-Ingenieur;1;CDU;HE;38;
Strack, Walter ;1964;75;Unternehmensberater;1;AfD;HH;5;
Stracke, Stephan ;1974;76;Mitglied des Deutschen Bundestages;1;CSU;;   ;257
Strässer, Christoph ;1949;81;Rechtsanwalt;1;SPD;NW;11;129
Straßer, Walter ;1952;95;Pensionär;1;PIRATEN;;   ;227
Straub, Michael ;1959;60;Diplom-Ingenieur;1;GRÜNE;;   ;269
Straubinger, Max ;1954;76;MdB, Versicherungskaufmann;1;CSU;;   ;230
Straubinger, Werner ;1967;80;Polizeibeamter;1;CSU;BY;52;
Strebl, Matthäus ;1952;69;Bankkaufmann;1;CSU;BY;35;
Streit, Nancy ;1980;88;Diplom-Betriebswirtin (VWA);2;Tierschutzpartei;;   ;68
Streitle, Ludwig ;1947;71;Lokführer;1;REP;BY;20;256
Streitle, Sabine ;1977;68;PKA-Apotheke;2;REP;BY;14;
Streng, Maria-Luise ;1957;78;Verwaltungsangestellte;2;FREIE WÄHLER;NW;7;
Streng, Robert ;1990;80;Schornsteinfeger;1;PIRATEN;;   ;236
Strengmann-Kuhn, Wolfgang ;1964;76;Mitglied des Deutschen Bundestages;1;GRÜNE;HE;6;185
Strenz, Karin ;1967;76;Mitglied des Deutschen Bundestages;2;CDU;MV;5;13
Strerath, Christian ;1988;50;Tischler;1;Die PARTEI;NW;39;
Strickner, Gerald ;1953;62;Baustoffberater;1;BüSo;BY;3;223
Striess-Grubert, Udo ;1959;75;Projektleiter;1;FREIE WÄHLER;NI;9;26
Strippel, Hans-Jürgen ;1951;71;Berufskraftfahrer;1;BüSo;BE;19;
Stritzl, Thomas ;1957;81;Rechtsanwalt;1;CDU;SH;10;5
Ströbele, Hans-Christian ;1939;81;Rechtsanwalt;1;GRÜNE;;   ;83
Strobl, Thomas ;1960;76;MdB, Rechtsanwalt;1;CDU;BW;5;267
Stroedter, Jörg Klaus Hartmut ;1954;88;Diplom-Volkswirt;1;SPD;;   ;77
Stroman, Hero Jan ;1946;88;Diplom-Kaufmann;1;FREIE WÄHLER;;   ;27
Strotbek, Lisa ;1986;69;Vermögensberaterin;2;FDP;BW;12;269
Strothmann, Lena ;1952;35;Damenschneidermeisterin, Modedesignerin;2;CDU;NW;18;132
Stubbe, Hermann ;1968;87;Lehrer;1;GRÜNE;NW;26;128
Stubenrauch, Erhard ;1947;84;Hausarzt;1;FDP;BY;45;248
Stüber, Sabine Ursula ;1953;76;Mitglied des Deutschen Bundestages;2;DIE LINKE;BB;7;57
Stübgen, Michael ;1959;76;MdB, Pfarrer, Baufacharbeiter;1;CDU;BB;1;65
Stück von der, Heidrun ;1944;95;Lehrerin (pensioniert);2;DIE LINKE;NW;26;
Stuckel-Lotz, Elke Marita ;1948;95;Rentnerin;2;GRÜNE;;   ;125
Stuiber, Alfred ;1980;5;Gärtnermeister;1;FDP;BY;35;234
Stumpp, Margit ;1963;87;Oberstudienrätin;2;GRÜNE;BW;15;270
Sturm, Jan ;1965;28;Kfz-Zweiradmechaniker;1;NPD;BE;5;82
Sturm, Karsten ;1966;99;Selbständiger Kaufmann;1;AfD;SL;2;299
Sturn, Timo ;1979;78;Angestellter;1;AfD;;   ;287
Stürtz, Heinrich ;1949;81;Jurist;1;DIE LINKE;;   ;278
Suhren, Bodo ;1968;78;Beamter;1;AfD;NI;13;
Summerer, Christa ;1958;78;Kauffrau;2;BP;BY;5;
Sünder, Claudia ;1969;75;Leitende Angestellte;2;SPD;BW;24;270
Sünneke, Olaf ;1964;68;Handelsvertreter;1;BüSo;BY;11;
Suntheim, Helmut Wilfried ;1962;76;Diplom-Verwaltungsfachwirt (FH);1;FREIE WÄHLER;BY;14;251
Suntum van, Dorothe ;1963;85;Krankenschwester;2;AfD;NW;34;127
Surmann, Udo ;1948;44;Oberpolier, Bauleiter, Einzelhandelskaufmann;1;Anderer KWV;;   ;122
Susemihl, Dirk ;1969;41;Koch;1;NPD;MV;5;
Süssig, Arno ;1957;87;Lehrer;1;FREIE WÄHLER;MV;6;
Süßmair, Alexander Wilhelm ;1977;76;MdB, Chemielaborant;1;DIE LINKE;;   ;252
Sütterlin-Waack, Dr. Sabine ;1958;81;Rechtsanwältin;2;CDU;SH;6;1
Swillus-Knöchel, Cornelia ;1963;82;Medizinische Dokumentationsassistentin;2;DIE LINKE;NW;17;120
Sylla, Franziska ;1971;88;Diplom-Betriebswirtin (FH), Journalistin;2;Anderer KWV;;   ;75
Szekely, Michael ;1968;81;Rechtsanwalt;1;FDP;BY;12;242
Szoboszlai, Josef ;1984;77;Diplom-Wirtschaftsinformatiker (BA);1;PARTEI DER VERNUNFT;BW;4;
Szymanek, Christian ;1984;83;Mediengestalter;1;PIRATEN;;   ;42
Szymanski, Holger ;1972;76;Parlamentarischer Berater;1;NPD;SN;2;156
Tacer, Philipp ;1983;94;Student, Hochschulmitarbeiter;1;SPD;NW;49;106
Tack, Kerstin ;1968;86;Diplom-Sozialpädagogin;2;SPD;NI;24;41
Tackmann, Dr. Kirsten ;1960;76;MdB, Veterinärmedizinerin;2;DIE LINKE;BB;3;56
Täge, Stefan ;1969;62;Techniker;1;PIRATEN;;   ;275
Taglang, Stefan Johannes ;1965;60;Diplom-Ingenieur (Univ.);1;CSU;BY;65;
Tangermann, Renate ;1940;78;Kauffrau;2;CDU;SH;24;
Tanis, Emre ;1988;71;Taxifahrer;1;BIG;BE;7;80
Tank, Azize ;1950;95;Migrantenbeauftragte a.D.;2;DIE LINKE;BE;6;81
Tanriverdi, Rasit ;1969;77;Diplom-Informatiker;1;BIG;BE;2;81
Tas, Hakan ;1966;76;MdB, Journalist;1;DIE LINKE;BE;8;77
Tasch, Marco Josef ;1975;77;IT-Dienstleister;1;FREIE WÄHLER;TH;1;189
Tassis, Alexander ;1970;88;Historiker (M.A.);1;AfD;HB;5;
Taube, Ralf Thomas ;1964;78;Verwaltungsangestellter;1;NPD;;   ;32
Tauber, Dr. Peter Michael ;1974;76;Mitglied des Deutschen Bundestages;1;CDU;HE;10;175
Tausend, Claudia Rosina ;1964;88;Diplom-Geographin;2;SPD;BY;14;219
Tegethof, Hans Josef ;1946;60;Diplom-Ingenieur;1;Anderer KWV;;   ;137
Tempel, Frank ;1969;76;MdB, Polizeibeamter;1;DIE LINKE;TH;4;195
Tempel, Patrick ;1987;78;Angestellter;1;CDU;MV;12;
Terpe, Dr. Frank Harald ;1954;84;Arzt;1;GRÜNE;MV;1;14
Terwiesche, Michael ;1964;81;Rechtsanwalt;1;FDP;NW;24;114
Teschke, Dr. Ditmar ;1963;61;Diplom-Chemiker, Lehrer;1;Anderer KWV;;   ;135
Tessmer, Norbert ;1953;76;Zweiter Bürgermeister;1;SPD;;   ;238
Teuteberg, Holger ;1964;87;Berufsschullehrer;1;AfD;;   ;32
Teybig, Gerald Günther ;1962;88;Betriebswirt;1;PIRATEN;;   ;93
Thalmeier, Just ;1969;44;Maurerpolier;1;FREIE WÄHLER;;   ;229
Tharun, Vivien Franziska Louise ;1980;95;Hausfrau;2;Die PARTEI;NW;6;
Theelen, Sebastian ;1979;85;Gesundheits- und Krankenpfleger;1;PARTEI DER VERNUNFT;NW;7;
Theis, Klaus ;1957;78;Kaufmann;1;ÖDP;RP;25;
Theißen, Andreas Manfred ;1972;6;Forstwirt, Zimmermann;1;NPD;MV;8;
Thenhart, Vincent ;1993;94;Schüler;1;PIRATEN;RP;1;209
Theobald, Jessica ;1976;85;Ergotherapeutin;2;CDU;SL;22;
Theobald, Robert ;1960;76;Diplom-Verwaltungswirt;1;SPD;SL;12;
Thews, Michael ;1964;61;Diplom-Chemie-Ingenieur;1;SPD;NW;54;145
Thiel, Carsten ;1969;78;Kaufmann;1;FREIE WÄHLER;NW;4;108
Thiel, Volker ;1955;75;Unternehmensberater;1;FDP;BE;6;84
Thiele, Dr. Thomas ;1957;84;Facharzt für Hautkrankheiten;1;FDP;NI;24;39
Thiele, Henry Karl-Heinz ;1960;3;Diplom-Agraringenieur;1;FDP;HE;22;
Thiele, Werner Wolfgang ;1947;95;Rentner;1;AfD;;   ;243
Thieme, Axel ;1949;78;Kaufmännischer Angestellter;1;NPD;NW;7;143
Thiesen, Frank ;1966;80;Berufsfeuerwehrmann;1;PIRATEN;;   ;78
Thissen, Dr. Karin ;1960;84;Tierärztin;2;SPD;SH;10;3
Thomae, Christian ;1981;83;Designer;1;PIRATEN;BW;14;258
Thomae, Lisa ;1989;78;Angestellte;2;PARTEI DER VERNUNFT;BY;16;
Thomae, Stephan ;1968;76;Mitglied des Deutschen Bundestages;1;FDP;BY;20;256
Thomas, Christian ;1964;77;IT-Administrator;1;ÖDP;RP;16;
Thomas, Maaike Amalie ;1952;76;Fraktionsgeschäftsführerin;2;GRÜNE;;   ;122
Thome, Josef ;1959;85;Pysiotherapeut;1;AfD;RP;11;
Thomsen, Thomas ;1950;99;Selbständig;1;AfD;SH;6;
Thomsen-Marwitz, Ursula ;1952;86;Erzieherin;2;FREIE WÄHLER;SH;4;
Thönnes, Franz ;1954;76;Gewerkschaftssekretär;1;SPD;SH;5;8
Thorwart, Liane Natascha Lydia ;1970;78;Fremdsprachenkorrespondentin;2;DIE VIOLETTEN;BY;2;
Thron, Jonathan Christian ;1986;78;Angestellter;1;BüSo;SN;3;
Thum, Johann ;1958;60;Diplom-Ingenieur Elektrotechnik;1;PARTEI DER VERNUNFT;BW;11;
Tickert, Rolf ;1955;84;Arzt;1;MLPD;SL;3;
Tiedtke, Sandra ;1985;78;Verwaltungsfachangestellte;2;PIRATEN;ST;1;70
Tiefensee, Wolfgang Erwin Bernhard ;1955;76;MdB, Diplom-Ingenieur Elektrotechnik;1;SPD;SN;3;153
Tiegs, Maja ;1985;67;Kauffrau im Groß- und Außenhandel;2;PIRATEN;;   ;138
Tiemann, Dirk ;1968;75;Unternehmer;1;FDP;HE;29;
Tietge, Christian ;1986;94;Student;1;Die PARTEI;BE;28;
Tietze, Dr. Kim-Oliver ;1968;75;Organisationberater, Hochschullehrer;1;Die PARTEI;HH;2;
Tigges-Friedrichs, Martina Alma Edith ;1967;75;Selbständige Unternehmerin;2;AfD;NI;17;
Tillmann, Antje ;1964;76;MdB, Diplom-Finanzwirtin;2;CDU;TH;2;193
Tillschneider, Dr. Hans-Thomas ;1978;76;Akademischer Rat;1;AfD;SN;7;
Tils, Katharina ;1972;81;Rechtsanwältin;2;CDU;HE;43;
Timm, Dierk ;1967;88;Diplom-Kaufmann;1;SPD;NW;52;91
Timmermann-Fechter, Astrid ;1963;75;Geschäftsführerin;2;CDU;NW;37;118
Tippelt, Nico ;1967;88;Diplom-Pädagoge;1;FDP;;   ;165
Tiras-Deniz, Meryem ;1983;86;Diplom-Sozialpädagogin;2;DIE LINKE;SH;7;
Tischel, Gregor ;1964;61;Diplom-Mathematiker;1;DIE VIOLETTEN;BY;25;
Tischer, Stefan ;1981;99;Freiberufler;1;BüSo;BE;6;78
Tischler, Christian ;1983;95;Hausmann;1;ÖDP;BY;26;217
Titus, Dominic Marcus ;1982;83;Filmtonmeister;1;PARTEI DER VERNUNFT;BY;5;
Tix, Hans-Gerd ;1961;60;Diplom-Ingenieur Maschinenbau;1;FREIE WÄHLER;HB;2;
Tjarks, Dr. Hans Anjes ;1981;87;Lehrer;1;GRÜNE;HH;6;19
Todtenhausen, Manfred ;1950;76;MdB, Elektromeister;1;FDP;NW;16;102
Tofahrn, Torsten ;1969;91;Gastronom;1;Die PARTEI;;   ;101
Tölke, Hannelore ;1954;88;Diplom-Betriebswirtin;2;DIE LINKE;;   ;143
Tolksdorf, Stefan Ibrahim ;1979;78;Kaufmännischer Angestellter;1;BüSo;BE;2;85
Töllers, Hubert ;1960;85;Krankenpfleger;1;FAMILIE;;   ;127
Toncar, Dr. Florian ;1979;76;MdB, Rechtsanwalt;1;FDP;BW;5;260
Tönges, Caroline Chantal ;1986;94;Studentin;2;GRÜNE;HE;13;167
Tönhardt, Manuela Margarete ;1952;88;Kulturwissenschaftlerin;2;NPD;BE;3;86
Tonne, Sonni ;1963;86;Präsenzkraft;2;PBC;NI;2;37
Tonsor, Ingo ;1973;78;Industriekaufmann;1;FREIE WÄHLER;;   ;25
Töpke, Jürgen Wilhelm Otto ;1959;48;Verputzer;1;NPD;;   ;2
Topp, Roman ;1980;69;Spar-Berater;1;AfD;SN;9;
Tören, Serkan ;1972;81;Rechtsanwalt;1;FDP;NI;6;30
Trabant, Stephanie ;1990;5;Friedhofsgärtnerin;2;pro Deutschland;SN;4;
Trachternach, Ulrike ;1957;88;Betriebswirtin;2;FREIE WÄHLER;BW;5;
Träger, Carsten Dietmar ;1973;75;Koordinator Kommunikation;1;SPD;BY;11;243
Tralic, Ute ;1951;95;Rentnerin;2;SPD;HE;28;
Trampert, Johannes ;1963;80;Kriminalbeamter;1;AfD;SL;1;298
Trauten, Marco Jürgen ;1966;49;Raumausstattermeister;1;AfD;NW;40;
Trebesius, Ulrike ;1970;60;Bauingenieurin;2;AfD;SH;1;3
Treeck, Martin ;1961;81;Rechtsanwalt;1;FDP;;   ;166
Tremel, Stella ;1978;78;Verwaltungsbetriebswirtin (FH);2;CDU;RP;38;
Trendelenburg, Angelika ;1957;85;Krankenschwester;2;MLPD;ST;10;
Tressel, Markus ;1977;76;Mitglied des Deutschen Bundestages;1;GRÜNE;SL;1;297
Trinczek, Birgit ;1967;78;Kaufmännische Angestellte;2;CDU;HE;39;
Trittin, Jürgen ;1954;76;MdB, Bundesminister a.D.;1;GRÜNE;NI;2;53
Tröbs, Sebastian ;1982;60;Umweltingenieur;1;GRÜNE;SN;10;161
Troff-Schaffarzyk, Anja ;1969;88;Diplom-Pädagogin;2;SPD;NI;48;
Trojahn, Carsten ;1980;77;Fachinformatiker;1;PIRATEN;;   ;118
Troost, Dr. Axel ;1954;76;MdB,Geschäftsführer;1;DIE LINKE;SN;4;154
Trös, Stefan Helmut ;1964;71;Taxiunternehmer;1;PIRATEN;;   ;203
Trost, Andreas ;1981;62;Vermessungstechniker;1;BüSo;;   ;152
Trummel, Dr. Hans-Werner ;1952;84;HNO-Facharzt;1;FREIE WÄHLER;ST;6;71
Tschendel, Stephan ;1970;77;IT-Systemkaufmann;1;Die PARTEI;BE;49;
Tschesnok, Benjamin ;1984;81;Rechtsreferendar;1;CDU;HE;26;
Tschürtz, Lothar ;1967;29;Werkzeugmacher;1;ÖDP;BW;10;
Tügend, Andre ;1970;41;Küchenleiter;1;pro Deutschland;HB;3;
Tute, Andreas ;1983;1;Landwirt;1;pro Deutschland;NI;4;
Überheim, Ralf ;1961;78;Diplom-Kaufmann (FH);1;FDP;NI;18;44
Uca, Behiye ;1971;66;Verkäuferin;2;DIE LINKE;NI;7;44
Uehlein, Dirk ;1968;75;Steuerberater;1;ÖDP;BW;18;
Uekermann, Johanna ;1987;94;Studentin;2;SPD;BY;38;231
Ufer, Klaus ;1940;76;Stadtrat;1;NPD;;   ;152
Uhl, Dr. Hans-Peter ;1944;76;MdB, Rechtsanwalt;1;CSU;BY;17;221
Uhl, Markus ;1979;88;Diplom-Kaufmann;1;CDU;SL;5;
Uhrmeister, Peter ;1968;73;Briefträger;1;PBC;BW;4;
Ullrich, Dr. Volker Michael ;1975;76;Berufsmäßiger Stadtrat;1;CSU;BY;26;252
Ullrich, Klaus ;1980;6;Staatlich Geprüfter Forsttechniker;1;GRÜNE;;   ;65
Ullwer, Jonathan ;1989;94;Student;1;Die PARTEI;BE;12;
Ulmer, Michael ;1970;51;Selbständiger Unternehmer;1;REP;BY;29;
Ulrich, Alexander ;1971;76;Mitglied des Deutschen Bundestages;1;DIE LINKE;RP;1;210
Ulrich, Günter Reinhard ;1943;80;Major der Reserve;1;NPD;;   ;183
Ulrichs, Arno Jürgen ;1961;88;Diplom-Ökonom;1;FREIE WÄHLER;NI;4;47
Uluc, Mümün ;1961;75;Unternehmer;1;BIG;NW;8;
Umann, Frank ;1970;75;Unternehmer;1;PIRATEN;SN;9;
Ünal, Zorlu ;1975;87;Coach;1;DIE LINKE;RP;7;
Unfried, Harald Hartmut Karl ;1964;76;Diplom-Verwaltungswirt (FH);1;SPD;BY;37;228
Unger, Gerald ;1946;67;Buchhändler;1;DIE LINKE;;   ;208
Ungermann, Markus Peter ;1968;77;Wirtschaftsinformatiker;1;AfD;RP;15;
Ungers, Gabriele ;1955;78;Kaufmännische Angestellte;2;DIE LINKE;SL;2;
Ungruh, Cordula ;1959;77;Diplom-Wirtschaftsinformatikerin;2;GRÜNE;NW;37;146
Ünsal, Üsler ;1982;78;Kaufmann;1;BIG;;   ;43
Urbat, Stefan ;1965;61;Diplom-Physiker;1;PIRATEN;BW;6;
Urmetzer, Marc Andre ;1991;94;Student;1;FDP;NW;37;
Vaatz, Arnold Eugen Hugo ;1955;76;Mitglied des Deutschen Bundestages;1;CDU;SN;2;160
Vachenauer, Dr. Wilhelm ;1949;87;Diplom-Handelslehrer;1;ÖDP;BY;27;256
Vahlberg, Richard Ludwig Heinrich Karl ;1931;60;Diplom-Ingenieur;1;NPD;;   ;243
Valentin, Stefan ;1965;88;Politologe;1;Die PARTEI;BE;4;76
Valeske, Dr. Klaus ;1962;84;Arzt;1;FDP;HE;34;
Vandreier, Christoph ;1981;88;Psychologe;1;PSG;BE;2;
Veit, Rüdiger ;1949;81;Rechtsanwalt;1;SPD;HE;3;173
Veith, Oswin ;1961;95;Erster Kreisbeigeordneter a.D.;1;CDU;HE;20;177
Verlinden, Julia ;1979;88;Diplom-Umweltwissenschaftlerin;2;GRÜNE;NI;3;37
